index,tweet,sentiment,score,all_hashtaged_words,VanderSentiment_pos,VanderSentiment_neg,VanderSentiment_neu,VanderSentiment_overall,polar_word_count_pos,polar_word_count_neg,Sentinent140_scores,hashtag_polarity,emotion_word_count_anticipation,emotion_word_count_disgust,emotion_word_count_fear,emotion_word_count_joy,emotion_word_count_negative,emotion_word_count_positive,emotion_word_count_sadness,emotion_word_count_surprise,emotion_word_count_trust,emotion_word_count_anger,score_hashtag_emotion_lexicon,emoticons_score
30024,wonderful experience watching you yesterday at thankyou for the,joy,0.872,['laughter'],0.316,0,0.684,0.5719,1,0,0,neural,0,0,0,1,0,1,0,1,0,0,0.225942611,0
30025,z happy birthday have a blessed day love from toronto,joy,0.868,['bday'],0.628,0,0.372,0.9153,2,0,-0.116,neural,2,0,0,4,0,4,0,1,0,0,0.658573656,0
30026,you make the world a more joyful place,joy,0.864,['TheNiceBot'],0.375,0,0.625,0.6361,1,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30027,morning all of course it is sunny on this monday morning to cheerfully welcome us back to work,joy,0.863,[],0.372,0,0.628,0.836,3,0,-0.729,neural,1,0,0,1,0,1,0,1,0,0,0,0
30028,good morning love happy first day of fall lets make some awesome,joy,0.86,"['autumnmemories', 'annabailey']",0.651,0,0.349,0.9423,4,1,5.313,neural,2,0,0,3,1,3,1,1,0,0,0,4
30029,its the and im so happy sipping my flavored coffee and happy fall everyone,joy,0.86,"['FirstDayofFall', 'PumpkinSpice', 'smiling!', 'amwriting']",0.413,0,0.587,0.857,2,1,0,neural,2,0,0,2,1,2,1,0,0,0,0.686744533,0
30030,retweeted gunnysmith93 days like today i am happy to be alive,joy,0.86,"['blessed', 'rejoice']",0.524,0,0.476,0.8316,2,0,1,neural,2,0,0,2,0,2,0,0,0,0,2.428361049,1
30031,happy birthday hope you have a wonderful day filled with lots of joy and laughter lt 3 despite tumblr being a jerk once again,joy,0.854,[],0.459,0.064,0.477,0.9423,4,3,-0.286,neural,4,0,0,6,0,6,0,5,0,1,0,0
30032,love love love,joy,0.854,"['fun', 'relaxationiskey']",1,0,0,0.9274,3,0,4.083,neural,0,0,0,3,0,3,0,0,0,0,0.525483595,3
30033,this is the day youve made let us rehoi rejoice and be glad with all that i am smilingfacewithsmilingeyes sparklingheart good morning,joy,0.854,[],0.317,0,0.683,0.8316,3,0,0,neural,3,0,0,3,0,3,0,2,0,0,0,0
30034,i to and share as way to share,joy,0.854,"['love', 'laugh', 'laughter', 'joy']",0.423,0,0.577,0.5267,0,0,1.83,neural,2,0,0,2,0,2,0,0,0,0,5.080781875,1
30035,second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye lololol,joy,0.854,['cheering'],0,0,1,0,0,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
30036,im such a fan of endless with and enjoying together,joy,0.854,"['laughter', 'friends', 'happiness', 'FridayFeeling', 'weekend']",0.416,0,0.584,0.6908,0,1,0,neural,1,0,1,2,1,2,1,0,0,1,4.741422643,0
30037,the thought of you gets me through my day the thought of your smile never fails at making me smile greenheart,joy,0.854,[],0.289,0,0.711,0.7455,2,0,0,neural,2,0,0,2,0,2,0,2,0,0,0,0
30038,today i reached 1000 subscribers on yt,joy,0.849,"['happy,', 'goodday,', 'thankful']",0.189,0,0.811,0.1027,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.223978571,0
30039,getting my comedic relief w during season premiere of just what a girl needs,joy,0.846,"['ModernFamily.', 'hilarious']",0.326,0,0.674,0.7003,2,0,0,neural,0,0,0,0,0,1,0,0,0,0,0.381180105,0
30040,had more fun than the funniest person in funsville much hilarity as usual thank you redheart,joy,0.84,[],0.427,0,0.573,0.8655,2,1,0,neural,1,0,0,2,0,3,0,0,0,0,0,0
30041,omd you 2 are cracking me up thanks for the follow brian i need some levity to balance the cynicism i share wmichael grinningface,joy,0.84,[],0.177,0.094,0.729,0.34,1,2,0,neural,1,0,0,1,1,2,0,0,0,0,0,0
30042,oh fantastic i bet it was super exhilarating smilingfacewithopenhands smilingfacewithhearteyes,joy,0.84,[],0.593,0,0.407,0.8807,3,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30043,well done ladies a great award for an amazing team a delight to present the award to you,joy,0.84,[],0.635,0,0.365,0.9678,6,0,0.676,neural,4,0,0,4,0,4,0,3,0,0,0,0
30044,vals always smiling i love it,joy,0.84,['gbbo'],0.643,0,0.357,0.802,2,0,0,neural,0,0,0,2,0,2,0,0,0,0,0,0
30045,had a great time at skywalkers open gym tonight come our every wednesday from 7 8 in hillsboro and train with us,joy,0.833,"['opengym', 'cheer', 'tumbling']",0.163,0,0.837,0.6249,2,0,0,neural,1,0,0,0,0,0,0,0,0,0,0.496666373,0
30046,i love how cheery and adoring gets every time he produces new content,joy,0.833,[],0.533,0,0.467,0.9081,4,0,0.753,neural,2,0,0,3,0,3,0,0,0,0,0,0
30047,good morning joyful people choose happiness to have a great day today,joy,0.833,"['morning', 'joyful', 'happiness', 'grandmercurejktkemayoran']",0.644,0,0.356,0.9382,4,0,-0.15,neural,2,0,0,3,0,3,0,1,0,0,4.800398804,0
30048,retweeted gunnysmith93 days like today i am happy to be alive,joy,0.833,['blessed'],0.524,0,0.476,0.8316,2,0,1,neural,2,0,0,2,0,2,0,0,0,0,0.260077217,1
30049,wishing a very happy birthday to our awesome dancer ruthann we hope your day is magical,joy,0.833,"['bday', 'eatcake']",0.518,0,0.482,0.9168,5,0,1.037,neural,4,0,0,4,0,4,0,3,0,0,0.658573656,0
30050,thank you for the balloons today,joy,0.833,"['smile', 'goodday', '48']",0.333,0,0.667,0.3612,1,0,-0.15,neural,0,0,0,0,0,0,0,0,0,0,0.785183873,0
30051,omg youve got to watch the new series this is us wow best tv show ive seen in a long time,joy,0.827,"['laughter', 'moretears']",0.296,0,0.704,0.8402,2,1,0,neural,3,0,1,0,0,0,0,0,0,0,0.225942611,0
30052,today is the first time any math professor let us live early before the class time min ,joy,0.827,"['15', 'feelsgood', 'happy', 'wednesday', '']",0,0,1,0,1,0,0,neural,2,0,0,0,0,1,0,0,0,0,3.541807586,0
30053,food that gets delivered smilingfacewithhearteyes raisinghandslightskintone,joy,0.827,"['cheering', 'happy']",0,0,1,0,0,0,0,neural,0,0,0,1,0,1,0,0,0,0,2.161969883,0
30054,you know youre in love when all you can do is smile whenever you talk about how he is to someone,joy,0.82,[],0.261,0,0.739,0.7717,2,0,-0.539,neural,0,0,0,2,0,3,0,1,0,0,0,0
30055,what a smilingfacewithhalo,joy,0.82,"['lively', 'lovely', 'shower']",0,0,1,0,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.529740784,0
30056,what a great training course lots of photos fun and laughter photos will be up soon,joy,0.82,"['Boostercourse', 'fun', 'laughter']",0.449,0,0.551,0.891,2,2,0,neural,2,0,0,2,0,2,0,1,0,0,0.751426206,0
30057,hahahaha youre ridiculous but thank you a joyous evening xx,joy,0.815,[],0.504,0.099,0.397,0.8462,2,1,0,neural,0,1,0,1,1,1,0,0,0,1,0,0
30058,i am so happy i have come across notebooks would love to talk to you openbook fountainpen,joy,0.812,"['handmade', 'musthave', 'want', 'need', 'happy', 'amazing']",0.373,0,0.627,0.8733,2,0,0,positive,1,0,0,2,0,3,0,0,0,0,4.136160707,0
30059,second day on the job and i already got a 45 dollar tip from a dude whose was constantly twitching his eye lololol,joy,0.812,[],0,0,1,0,0,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
30060,made my night that reid was included in tonights hilarity some of those points were brilliant thanks murray,joy,0.812,[],0.295,0,0.705,0.7717,2,0,0,neural,1,0,0,2,0,3,0,0,0,0,0,0
30061,by the way im wearing the smile you gave me today,joy,0.812,"['you', 'me']",0.2,0,0.8,0.3612,1,0,-0.15,neural,0,0,0,1,0,1,0,1,0,0,1.803826011,0
30062,as always it was indeed a wonderful experience flying with you guys today,joy,0.812,"['bestinbusiness', 'delight', 'happyme']",0.236,0,0.764,0.5719,1,0,-0.15,neural,0,0,1,1,0,2,0,1,0,0,0,0
30063,ah but once i got it to work there was much rejoicing lol thanks will get it to do taht now,joy,0.812,[],0.415,0,0.585,0.9294,2,0,-0.168,neural,1,0,0,1,0,1,0,1,0,0,0,0
30064,getting my comedic relief w during season premiere of just what a girl needs,joy,0.812,['ModernFamily.'],0.326,0,0.674,0.7003,2,0,0,neural,0,0,0,0,0,1,0,0,0,0,0,0
30065,thank you happy birthday to you as well,joy,0.812,[],0.624,0,0.376,0.8074,3,0,0,neural,2,0,0,2,0,2,0,1,0,0,0,0
30066,i really love the customer service theyre always so nice helpful and cheerful,joy,0.808,[],0.62,0,0.38,0.9402,4,0,2.955,neural,0,0,0,3,0,4,0,1,0,0,0,2
30067,on php54 and though the kardashian stuff goes over my head youre both hilarious like gleeful little boys facewithtearsofjoy facewithtearsofjoy,joy,0.808,[],0.349,0,0.651,0.8442,3,1,0,neural,0,0,0,1,0,1,0,1,0,0,0,0
30068,glad to see that youre having fun in the sun water sports are always fun challenging and exhilarating,joy,0.796,"['happiness', 'beauty']",0.517,0,0.483,0.9169,2,3,8,positive,4,0,0,4,0,4,0,1,0,0,3.289230103,3
30069,may your day be filled with n have a very nice day full of mubarak smilingfacewithhalo good morning hotbeverage,joy,0.792,"['peace#love', 'laughter', 'Success', 'Jummah']",0.261,0,0.739,0.7178,2,0,0,neural,1,0,0,1,0,2,0,1,0,0,0.225942611,0
30070,2 days until and 23 days until im so excited,joy,0.792,"['GoPackGo', 'GoGipeGo.....']",0.257,0,0.743,0.4795,1,0,4.152,neural,1,0,0,1,0,1,0,1,0,0,0,3
30071,its funny that everyone came in my life as they like how far im cheerful and self confident could make me 3abla kaml fg2a kda facewithtearsofjoy facewithtearsofjoy facewithtearsofjoy,joy,0.792,[],0.335,0,0.665,0.9022,4,0,0,neural,0,0,0,2,0,2,0,1,0,0,0,0
30072,happy birthday 56,joy,0.792,"['cheerchick', 'jeep', 'jeepgirl', 'IDriveAJeep', 'jeepjeep', 'Cheer']",0.649,0,0.351,0.5719,1,0,-0.341,neural,2,0,0,2,0,2,0,1,0,0,0,0
30073,thenicebot melbjs here is a smile and a wink from across the web,joy,0.792,['TheNiceBot'],0.172,0,0.828,0.3612,2,0,0,neural,0,0,0,1,0,1,0,1,0,0,0,0
30074,a brightens your day and the day of everyone around you so remember to its,joy,0.792,"['smile', 'smile,', 'free.']",0.152,0,0.848,0.3612,0,0,-0.235,neural,0,0,0,0,0,0,0,0,0,0,0.545147407,0
30075,im watching joyful noise for 100000000 time cuz i love this movie and,joy,0.792,[],0.424,0,0.576,0.8442,2,0,0,neural,1,0,0,2,1,2,0,0,0,0,0,0
30076,indian time its already ur birthday have a stupendous birthday wish you more success laughter and lots of love hugs x,joy,0.792,[],0.523,0,0.477,0.9557,4,1,0,neural,5,0,0,5,0,5,0,3,0,0,0,0
30077,now that i have my future planned out i feel so much happier,joy,0.792,"['goals', 'life', 'igotthis', 'yay']",0.235,0,0.765,0.5688,0,0,0.879,neural,0,0,0,0,0,0,0,0,0,0,1.835313929,0
30078,is the best thing ive seen in ages so funny ive missed bridget,joy,0.788,"['BridgetJonesBaby', 'love', 'hilarious', 'TeamMark']",0.389,0.121,0.49,0.7563,2,0,0.742,neural,0,0,0,0,0,0,0,0,0,0,1.345692525,0
30079,had a great time at skywalkers open gym tonight come our every wednesday from 7 8 in hillsboro and train with us,joy,0.78,"['opengym', 'tumbling']",0.163,0,0.837,0.6249,2,0,0,neural,1,0,0,0,0,0,0,0,0,0,0,0
30080,hahaha and u da best bro ever luv u hearty hearts,joy,0.78,[],0.602,0,0.398,0.9201,1,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30081,yes redheart redheart amp cheering homecoming game,joy,0.78,[],0.545,0,0.455,0.7184,1,1,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30082,i would like to congratulate the people of saudi arabia a happy and a joyous national day may you all have a great time اليومالوطني,joy,0.771,['اليوم_الوطني'],0.468,0,0.532,0.9559,5,0,0,neural,2,0,0,2,0,2,0,0,0,0,0,0
30083,im so lively for listen growingheart grinningface,joy,0.771,[],0.347,0,0.653,0.4927,1,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30084,offerman ill be there cant wait for all the,joy,0.771,[],0,0.259,0.741,-0.4215,0,1,0,neural,1,1,1,0,2,0,1,0,0,1,0,0
30085,you are beyond wonderful your singing prowess is phenomenal but damn im just elated to watch you act again smilingfacewithopenhands,joy,0.771,['ThisIsUs'],0.284,0.124,0.592,0.6808,5,1,0,neural,1,1,1,2,1,2,0,1,0,1,0,0
30086,very pleasing ty,joy,0.771,[],0.868,0,0.132,0.763,1,0,1.433,neural,0,0,0,0,0,0,0,0,0,0,0,0
30087,— cant wait  she said cheerfully and grinned,joy,0.771,[],0.464,0,0.536,0.6369,0,0,0,neural,1,0,0,0,1,0,0,0,0,0,0,0
30088,shes so sweet amp playful smilingfacewithhearteyes,joy,0.771,[],0.617,0,0.383,0.7548,2,0,0,neural,1,0,0,2,0,2,0,2,0,1,0,0
30089,good morning trondheim sunbehindcloud redheart Norway officebuilding laptop desktopcomputer personliftingweightslightskintone flexedbicepsmediumlightskintone television popcorn,joy,0.771,"['optimism', 'productivity']",0.195,0,0.805,0.4404,1,0,0,neural,1,0,0,1,0,1,0,1,0,0,1.597738974,0
30090,thank you disney themed episode for letting me discover how amazing the are,joy,0.771,['hilarious'],0.364,0,0.636,0.743,2,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.381180105,0
30091,having a pet store worker ask do you want to play with them  is the most exhilarating feeling,joy,0.771,[],0.377,0,0.623,0.7559,2,0,0.06,neural,2,1,1,1,2,2,1,1,0,1,0,1
30092,lucky good morning lets start with a smile lets enjoy life in a cheerful way dont worry be happy,joy,0.769,[],0.536,0.093,0.371,0.9233,6,1,4.196,neural,5,0,1,6,1,6,1,4,0,0,0,3
30093,currently listening to amp podcasts can you guys please move to,joy,0.769,"['yvr', 'hilarious', 'missyou']",0.187,0,0.813,0.3182,1,0,-0.165,neural,0,0,0,0,0,0,0,0,0,0,2.01199338,0
30094,lee we just found thin mints in a freezer clean i couldnt be more elated,joy,0.76,[],0.14,0.186,0.674,-0.2227,3,0,3.924,neural,0,0,0,3,0,3,0,0,0,0,0,3
30095,im cheery now faceblowingakiss winkingface,joy,0.76,[],0.474,0,0.526,0.5574,1,0,0,neural,1,0,0,1,0,1,0,0,0,0,0,0
30096,probably the best ot period ive ever seen absolutely exhilarating,joy,0.76,"['WCH2016', 'TeamNA']",0.473,0,0.527,0.8016,2,0,8,neural,0,0,0,0,0,0,0,0,0,0,0,3
30097,rewatching raising hope with hubs this time and totally forgot how hilarious it is facewithtearsofjoy,joy,0.76,['HereWeGo'],0.311,0,0.689,0.7063,2,0,0,neural,2,0,0,2,0,2,0,2,0,0,0,0
30098,as always it was indeed a wonderful experience flying with you guys today,joy,0.76,"['bestinbusiness', 'happyme']",0.236,0,0.764,0.5719,1,0,-0.15,neural,0,0,1,1,0,2,0,1,0,0,0,0
30099,looking back on recent tweets seen this one right here is great,joy,0.76,"['perfect', 'hilarious', 'Speechless', 'deal']",0.272,0,0.728,0.6249,3,0,4.177,positive,0,0,0,0,0,0,0,0,0,0,1.114063988,3
30100,i found in australia ,joy,0.76,"['marmite', 'happy']",0,0,1,0,0,0,0,neural,0,0,0,1,0,1,0,0,0,0,2.161969883,0
30101,mcmenemy itll be easy to spot the parade of tiny weans in expensive jammies really is hilarious,joy,0.75,[],0.282,0,0.718,0.7076,2,3,3.393,neural,1,0,1,2,1,2,0,2,0,0,0,2
30102,wishing a very happy birthday to our awesome dancer ruthann we hope your day is magical,joy,0.75,"['bday', 'happy', 'eatcake']",0.518,0,0.482,0.9168,5,0,1.037,neural,4,0,0,4,0,4,0,3,0,0,2.820543538,0
30103,i love seeing happy women that glow is something real,joy,0.75,[],0.497,0,0.503,0.836,4,0,0,neural,2,0,0,3,0,4,0,0,0,0,0,0
30104,aw theres a young fox outside on the grass just jumping around all playful and having a little stretch seenoevilmonkey soo cute wolf,joy,0.75,[],0.219,0,0.781,0.7096,3,1,0,neural,0,0,0,1,0,2,0,1,0,1,0,0
30105,north america vs sweden is the most exhilarating hockey ive ever watched grinningfacewithsweat wow mackinonns mitts are silky,joy,0.75,"['TeamNA', 'WCH2016']",0.298,0,0.702,0.7778,2,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30106,just had service store impressive team of geniuses ready to redefine what customer service is,joy,0.75,"['efficient', 'great', 'smiling']",0.309,0,0.691,0.7003,3,0,-0.115,positive,2,0,0,0,0,2,0,0,0,0,2.190240061,0
30107,by the way im wearing the smile you gave me today,joy,0.75,"['me', 'smile']",0.2,0,0.8,0.3612,1,0,-0.15,neural,0,0,0,1,0,1,0,1,0,0,1.499673821,0
30108,use your smile to change the world dont let the world change your smile ,joy,0.745,"['quote', 'actorslife', 'love', 'hardworkpaysoff', 'fun']",0.294,0,0.706,0.6124,2,0,0,neural,0,0,2,2,0,2,0,2,0,0,2.293575822,0
30109,youre so cute amp never heard explicits spoken with such elegance,joy,0.74,"['truelove', 'hilarious', 'beautiful', 'graceful', 'Mingo']",0.415,0,0.585,0.7501,2,0,0.742,positive,1,0,0,1,0,2,0,0,0,0,2.119589925,0
30110,always be often make others happy care for others help who feel helpless and life feels good,joy,0.74,"['cheerful,', 'smile', 'vulnerable.', 'leadership']",0.455,0.109,0.436,0.8591,4,1,3.825,neural,2,0,1,2,1,2,1,1,0,0,2.094840593,3
30111,what a great training course lots of photos fun and laughter photos will be up soon,joy,0.74,"['Boostercourse', 'fun']",0.449,0,0.551,0.891,2,2,0,neural,2,0,0,2,0,2,0,1,0,0,0.525483595,0
30112,love love love,joy,0.74,"['smile', 'fun', 'relaxationiskey']",1,0,0,0.9274,3,0,4.083,neural,0,0,0,3,0,3,0,0,0,0,1.070631002,3
30113,when the lady in xmas dept answers your call as hello mrs xmas yep true story redheart telephonereceiver thumbsup smilingfacewithsmilingeyes,joy,0.74,"['winning', 'Xmas', 'cheer', 'goodcustomerservice']",0.217,0,0.783,0.6124,1,0,0,neural,0,0,0,1,0,1,0,0,0,0,0.705625136,0
30114,happy birthday keep smiling always wishing you a wonderful year ahead mam,joy,0.74,[],0.606,0,0.394,0.9062,4,0,-0.127,neural,2,0,0,4,0,5,0,2,0,0,0,0
30115,good night twitter world wish you all good sleep  productive jovial days,joy,0.731,[],0.588,0,0.412,0.886,5,0,-0.142,neural,2,0,0,3,0,4,0,2,0,0,0,0
30116,i still cant get jimmy garoppolo out of my head and its been almost 3 weeks thanks a lot,joy,0.729,['hilarious'],0.128,0,0.872,0.3892,0,0,0,neural,0,0,0,0,0,0,0,0,0,0,0.381180105,0
30117,my friend just messaged me ugh im so hungry i cant wait for breakfast,joy,0.729,"['socialmedia', 'WineWednesday', 'hilarious', 'funny', 'laughing', 'happy']",0.178,0.156,0.667,0.1027,2,2,0,neural,2,0,0,1,2,2,0,0,0,0,4.352520294,0
30118,thank you disney themed episode for letting me discover how amazing the are,joy,0.729,[],0.364,0,0.636,0.743,2,0,0,neural,0,0,0,0,0,0,0,0,0,0,0,0
30119,charlie attempted to suffocate me with a cushion for cheering so much at the great news facewithtearsofjoy facewithtearsofjoy,joy,0.729,[],0.316,0,0.684,0.8126,1,1,0,neural,0,0,0,1,0,2,0,0,0,0,0,0
30120,im beaming with glee,joy,0.729,[],0.583,0,0.417,0.6369,1,0,4.111,neural,1,0,0,2,0,2,0,0,0,0,0,3
30121,smile at people and see what happens i think youll be surprised more,joy,0.729,"['smile', 'surprisepeople', 'influenceinternational']",0.286,0,0.714,0.5267,1,0,0,neural,0,0,0,1,0,1,0,2,0,0,0.545147407,0
30122,something about these cool breezy fall days smilingfacewithhearteyes fallenleaf sheafofrice mapleleaf,joy,0.729,[],0.187,0,0.813,0.3182,0,1,0,neural,0,0,0,0,1,1,1,0,0,0,0,0
30123,food that gets delivered smilingfacewithhearteyes raisinghandslightskintone,joy,0.729,[],0,0,1,0,0,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30124,with or without cake seeing your wee cheery face is always a joy xx,joy,0.729,[],0.381,0,0.619,0.8126,2,1,0,neural,1,0,0,2,0,2,0,0,0,0,0,0
30125,i am a simple human being who just really loves like truly madly deeply rejoicing in her existence class and queendom,joy,0.729,[],0.429,0.082,0.489,0.9067,5,1,0,neural,1,0,0,1,0,2,0,1,0,0,0,0
30126,i just really enjoy bright colors like the colors you would see downtown miami,joy,0.729,[],0.455,0,0.545,0.847,4,0,-0.194,neural,1,0,0,1,0,1,0,0,0,0,0,0
30127,thanks for making our mass with fr vallely respectful meaningful and joyful,joy,0.72,['SeeWithEyesOfMercy'],0.602,0,0.398,0.9022,3,0,4.337,neural,0,0,0,1,0,2,0,0,0,0,0,3
30128,good morning joyful people choose happiness to have a great day today,joy,0.72,"['morning', 'happiness', 'grandmercurejktkemayoran']",0.644,0,0.356,0.9382,4,0,-0.15,neural,2,0,0,3,0,3,0,1,0,0,2.633589899,0
30129,love the optimism blue moon,joy,0.72,[],0.72,0,0.28,0.8271,2,1,1.058,neural,1,0,0,2,0,2,1,1,0,0,0,0
30130,o satisfy us early with thy that we may amp be glad all our days 90 14,joy,0.72,"['ContentwiththeLordsPortion:O', 'mercy;that', 'rejoice', 'gladness', 'joy', 'delight']",0.286,0,0.714,0.7184,2,0,0,neural,1,0,0,1,0,1,0,0,0,0,4.332159597,0
30131,just sitting close to him for an extended period of time was exhilarating because hes so beautiful and lively lol,joy,0.72,[],0.46,0,0.54,0.9281,4,1,3,neural,1,0,0,1,0,1,0,0,0,0,0,3
30132,thenicebot wsjnordics you make the world a more joyful place الخفجي,joy,0.708,"['TheNiceBot', 'الخفجي']",0.295,0,0.705,0.6361,1,0,0,neural,0,0,0,1,0,1,0,0,0,0,0,0
30133,thanks for distracting me from my paper to watch this hilarious video facewithtearsofjoy,joy,0.708,[],0.331,0.121,0.549,0.5893,1,1,0,neural,2,0,1,1,1,1,0,1,0,1,0,0
30134,wonderful experience watching you yesterday at thankyou for the,joy,0.708,[],0.316,0,0.684,0.5719,1,0,0,neural,0,0,0,1,0,1,0,1,0,0,0,0
30135,this makes me giggle with glee,joy,0.708,[],0.636,0,0.364,0.7906,1,0,4.111,neural,0,0,0,2,0,2,0,0,0,0,0,3
30136,live simply dream big be grateful give love laugh lots unknown,joy,0.708,"['quote', 'inspiration', 'happy']",0.646,0,0.354,0.9153,4,1,-0.604,neural,1,0,1,2,1,3,0,1,0,0,4.262152249,0
30137,be be be you,joy,0.708,"['happy.', 'bright.', 'identity', 'TimelessTips', 'friendship', 'family', 'forest', 'water', 'family', 'TrueLove', 'God', 'RoadSoFar', 'you', 'LifeTrip']",0,0,1,0,0,0,0.676,neural,0,0,0,0,0,0,0,0,0,0,3.389526812,0
30138,when you wake up from a dream laughing at something stupid and that makes you laugh more,joy,0.708,[],0.349,0.135,0.516,0.6597,1,2,0,neural,0,0,0,2,1,2,0,1,0,0,0,0
30139,i love parody accounts well done vote for,joy,0.708,"['Trump.', 'lol']",0.512,0,0.488,0.743,2,1,0,neural,1,0,0,2,1,2,1,1,0,1,0.049064148,0
30140,zephaniah 3 17 he surely is rejoicing over us with singing such romance and so needed today,joy,0.708,[],0.424,0,0.576,0.8834,2,0,-0.15,neural,2,0,1,2,0,2,1,2,0,0,0,0
30141,happy bday bro OKhandlightskintone,joy,0.708,[],0.552,0,0.448,0.5719,1,0,0,neural,1,0,0,1,0,1,0,0,0,0,0,0
